timestamp,target_aqi,pm25,pm10,temp,humidity,wind_speed,hour,day,month,day_of_week
2026-05-15 15:00:00+00:00,150,32,73,35.5,27,10,15,15,5,4
2026-05-15 14:00:00+00:00,150,34,75,35.3,27,10,14,15,5,4
2026-05-15 13:00:00+00:00,150,37,79,35.0,29,11,13,15,5,4
2026-05-15 12:00:00+00:00,150,44,83,33.8,33,12,12,15,5,4
2026-05-15 11:00:00+00:00,150,47,82,33.3,35,9,11,15,5,4
2026-05-15 10:00:00+00:00,150,48,76,32.8,38,4,10,15,5,4
2026-05-15 09:00:00+00:00,150,50,76,30.9,44,6,9,15,5,4
2026-05-15 08:00:00+00:00,150,53,77,28.7,50,5,8,15,5,4
2026-05-15 07:00:00+00:00,149,57,76,26.8,54,4,7,15,5,4
2026-05-15 06:00:00+00:00,149,57,75,25.5,58,3,6,15,5,4
2026-05-15 05:00:00+00:00,148,57,80,25.4,58,2,5,15,5,4
2026-05-15 04:00:00+00:00,147,64,78,24.5,61,3,4,15,5,4
2026-05-15 03:00:00+00:00,145,65,81,24.8,61,0,3,15,5,4
2026-05-15 02:00:00+00:00,143,66,83,25.2,57,1,2,15,5,4
2026-05-15 01:00:00+00:00,141,67,86,25.5,54,11,1,15,5,4
2026-05-15 00:00:00+00:00,138,67,89,26.5,53,12,0,15,5,4
2026-05-14 23:00:00+00:00,136,68,92,26.3,59,8,23,14,5,3
2026-05-14 22:00:00+00:00,134,69,94,26.9,59,8,22,14,5,3
2026-05-14 21:00:00+00:00,132,72,99,30.9,36,19,21,14,5,3
2026-05-14 20:00:00+00:00,154,74,106,32.5,30,15,20,14,5,3
2026-05-14 19:00:00+00:00,174,68,99,34.7,25,10,19,14,5,3
2026-05-14 18:00:00+00:00,181,55,84,36.4,21,9,18,14,5,3
2026-05-14 17:00:00+00:00,176,41,83,37.3,18,3,17,14,5,3
2026-05-14 16:00:00+00:00,158,39,80,36.8,21,10,16,14,5,3
2026-05-14 15:00:00+00:00,141,39,76,38.2,21,7,15,14,5,3
2026-05-14 14:00:00+00:00,145,40,74,38.0,23,7,14,14,5,3
2026-05-14 13:00:00+00:00,149,44,80,37.5,24,8,13,14,5,3
2026-05-14 12:00:00+00:00,150,46,84,37.1,25,3,12,14,5,3
2026-05-14 11:00:00+00:00,151,45,77,35.1,28,1,11,14,5,3
2026-05-14 10:00:00+00:00,152,42,70,33.2,33,2,10,14,5,3
2026-05-14 09:00:00+00:00,152,43,74,30.7,42,2,9,14,5,3
2026-05-14 08:00:00+00:00,152,48,84,27.9,52,4,8,14,5,3
2026-05-14 07:00:00+00:00,152,51,81,25.0,62,6,7,14,5,3
2026-05-14 06:00:00+00:00,153,50,87,23.5,66,7,6,14,5,3
2026-05-14 05:00:00+00:00,153,51,103,23.7,62,8,5,14,5,3
2026-05-14 04:00:00+00:00,153,49,70,24.5,58,6,4,14,5,3
2026-05-14 03:00:00+00:00,154,52,80,25.0,56,6,3,14,5,3
2026-05-14 02:00:00+00:00,154,47,76,25.8,54,7,2,14,5,3
2026-05-14 01:00:00+00:00,155,44,71,26.2,53,8,1,14,5,3
2026-05-14 00:00:00+00:00,155,44,69,26.5,54,7,0,14,5,3
2026-05-13 23:00:00+00:00,155,46,71,27.3,52,10,23,13,5,2
2026-05-13 22:00:00+00:00,156,49,74,29.5,41,11,22,13,5,2
2026-05-13 21:00:00+00:00,156,55,82,31.0,38,12,21,13,5,2
2026-05-13 20:00:00+00:00,156,63,98,32.1,34,10,20,13,5,2
2026-05-13 19:00:00+00:00,170,67,116,34.5,25,10,19,13,5,2
2026-05-13 18:00:00+00:00,173,64,132,36.2,21,12,18,13,5,2
2026-05-13 17:00:00+00:00,164,65,179,38.0,18,9,17,13,5,2
2026-05-13 16:00:00+00:00,154,71,214,37.8,19,10,16,13,5,2
2026-05-13 15:00:00+00:00,154,73,224,38.0,19,10,15,13,5,2
2026-05-13 14:00:00+00:00,153,74,228,38.2,20,7,14,13,5,2
2026-05-13 13:00:00+00:00,152,78,240,38.2,19,6,13,13,5,2
2026-05-13 12:00:00+00:00,152,83,257,37.7,22,3,12,13,5,2
2026-05-13 11:00:00+00:00,151,79,244,37.3,24,6,11,13,5,2
2026-05-13 10:00:00+00:00,150,68,199,36.0,34,8,10,13,5,2
2026-05-13 09:00:00+00:00,150,57,132,33.7,47,9,9,13,5,2
2026-05-13 08:00:00+00:00,151,55,81,31.2,54,8,8,13,5,2
2026-05-13 07:00:00+00:00,151,59,67,29.0,58,6,7,13,5,2
2026-05-13 06:00:00+00:00,152,58,63,27.6,60,8,6,13,5,2
2026-05-13 05:00:00+00:00,152,56,58,28.0,58,6,5,13,5,2
2026-05-13 04:00:00+00:00,152,75,120,27.4,60,3,4,13,5,2
2026-05-13 03:00:00+00:00,153,73,124,28.0,58,4,3,13,5,2
2026-05-13 02:00:00+00:00,153,68,118,28.8,54,6,2,13,5,2
2026-05-13 01:00:00+00:00,154,65,112,29.4,52,6,1,13,5,2
2026-05-13 00:00:00+00:00,155,63,112,30.1,48,7,0,13,5,2
2026-05-12 23:00:00+00:00,156,61,111,31.0,44,7,23,12,5,1
2026-05-12 22:00:00+00:00,156,59,109,30.5,39,6,22,12,5,1
2026-05-12 21:00:00+00:00,157,56,104,31.7,35,7,21,12,5,1
2026-05-12 20:00:00+00:00,157,55,103,33.1,31,7,20,12,5,1
2026-05-12 19:00:00+00:00,157,55,113,34.2,30,13,19,12,5,1
2026-05-12 18:00:00+00:00,157,52,133,36.2,26,12,18,12,5,1
2026-05-12 17:00:00+00:00,158,51,130,37.5,23,11,17,12,5,1
2026-05-12 16:00:00+00:00,158,50,132,36.8,26,7,16,12,5,1
2026-05-12 15:00:00+00:00,159,50,141,36.7,27,8,15,12,5,1
2026-05-12 14:00:00+00:00,159,48,125,36.7,28,7,14,12,5,1
2026-05-12 13:00:00+00:00,160,46,113,36.9,29,5,13,12,5,1
2026-05-12 12:00:00+00:00,161,45,98,36.2,31,4,12,12,5,1
2026-05-12 11:00:00+00:00,162,47,96,35.6,33,6,11,12,5,1
2026-05-12 10:00:00+00:00,163,47,83,34.2,36,7,10,12,5,1
2026-05-12 09:00:00+00:00,163,53,80,32.3,43,7,9,12,5,1
2026-05-12 08:00:00+00:00,163,69,106,29.9,54,5,8,12,5,1
2026-05-12 07:00:00+00:00,163,79,115,27.1,65,6,7,12,5,1
2026-05-12 06:00:00+00:00,163,80,116,25.5,68,7,6,12,5,1
2026-05-12 05:00:00+00:00,163,79,120,24.9,71,7,5,12,5,1
2026-05-12 04:00:00+00:00,162,88,148,24.9,78,3,4,12,5,1
2026-05-12 03:00:00+00:00,162,93,164,25.5,72,5,3,12,5,1
2026-05-12 02:00:00+00:00,161,98,185,26.3,69,9,2,12,5,1
2026-05-12 01:00:00+00:00,161,100,202,26.8,69,9,1,12,5,1
2026-05-12 00:00:00+00:00,160,97,206,27.2,72,10,0,12,5,1
2026-05-11 23:00:00+00:00,160,90,201,28.3,68,8,23,11,5,0
2026-05-11 22:00:00+00:00,160,82,190,28.6,62,6,22,11,5,0
2026-05-11 21:00:00+00:00,171,77,185,29.5,58,8,21,11,5,0
2026-05-11 20:00:00+00:00,190,72,180,30.5,55,8,20,11,5,0
2026-05-11 19:00:00+00:00,201,64,174,31.4,54,6,19,11,5,0
2026-05-11 18:00:00+00:00,203,60,208,32.6,47,6,18,11,5,0
2026-05-11 17:00:00+00:00,200,60,224,33.7,41,5,17,11,5,0
2026-05-11 16:00:00+00:00,189,75,319,32.2,48,7,16,11,5,0
2026-05-11 15:00:00+00:00,173,79,350,32.0,49,10,15,11,5,0
2026-05-11 14:00:00+00:00,160,82,380,30.6,54,10,14,11,5,0
2026-05-11 13:00:00+00:00,160,85,406,29.1,59,15,13,11,5,0
2026-05-11 12:00:00+00:00,160,87,432,30.9,51,14,12,11,5,0
2026-05-11 11:00:00+00:00,160,85,418,32.8,45,3,11,11,5,0
2026-05-11 10:00:00+00:00,161,78,334,32.9,42,9,10,11,5,0
2026-05-11 09:00:00+00:00,162,71,245,30.5,49,11,9,11,5,0
2026-05-11 08:00:00+00:00,162,71,167,27.5,59,11,8,11,5,0
2026-05-11 07:00:00+00:00,163,71,138,25.5,66,11,7,11,5,0
2026-05-11 06:00:00+00:00,163,70,123,24.5,70,12,6,11,5,0
2026-05-11 05:00:00+00:00,163,69,117,24.1,73,17,5,11,5,0
2026-05-11 04:00:00+00:00,163,75,231,25.8,76,9,4,11,5,0
2026-05-11 03:00:00+00:00,163,74,224,25.8,77,9,3,11,5,0
2026-05-11 02:00:00+00:00,162,75,224,25.5,79,9,2,11,5,0
2026-05-11 01:00:00+00:00,162,75,216,27.5,66,13,1,11,5,0
2026-05-11 00:00:00+00:00,162,76,203,30.2,53,4,0,11,5,0
2026-05-10 23:00:00+00:00,162,77,194,31.0,47,10,23,10,5,6
2026-05-10 22:00:00+00:00,163,77,189,31.5,46,9,22,10,5,6
2026-05-10 21:00:00+00:00,176,76,187,32.3,43,8,21,10,5,6
2026-05-10 20:00:00+00:00,197,78,204,33.8,36,8,20,10,5,6
2026-05-10 19:00:00+00:00,204,70,204,35.5,28,8,19,10,5,6
2026-05-10 18:00:00+00:00,205,65,220,37.2,25,11,18,10,5,6
2026-05-10 17:00:00+00:00,202,67,237,38.4,23,10,17,10,5,6
2026-05-10 16:00:00+00:00,188,69,250,37.4,27,11,16,10,5,6
2026-05-10 15:00:00+00:00,170,74,275,38.5,26,11,15,10,5,6
2026-05-10 14:00:00+00:00,171,78,299,38.9,26,7,14,10,5,6
2026-05-10 13:00:00+00:00,172,83,327,38.6,27,5,13,10,5,6
2026-05-10 12:00:00+00:00,173,88,363,37.8,29,4,12,10,5,6
2026-05-10 11:00:00+00:00,175,94,420,36.3,32,5,11,10,5,6
2026-05-10 10:00:00+00:00,175,102,488,35.7,33,7,10,10,5,6
2026-05-10 09:00:00+00:00,173,102,466,33.3,41,7,9,10,5,6
2026-05-10 08:00:00+00:00,166,100,421,30.9,47,8,8,10,5,6
2026-05-10 07:00:00+00:00,160,91,355,28.6,53,7,7,10,5,6
2026-05-10 06:00:00+00:00,160,80,261,27.4,57,7,6,10,5,6
2026-05-10 05:00:00+00:00,159,76,249,27.0,59,4,5,10,5,6
2026-05-10 04:00:00+00:00,158,66,201,27.2,55,6,4,10,5,6
2026-05-10 03:00:00+00:00,158,65,176,27.5,54,6,3,10,5,6
2026-05-10 02:00:00+00:00,158,64,155,28.0,53,4,2,10,5,6
2026-05-10 01:00:00+00:00,157,66,147,28.5,51,6,1,10,5,6
2026-05-10 00:00:00+00:00,157,73,162,29.3,49,6,0,10,5,6
2026-05-09 23:00:00+00:00,156,82,197,29.7,48,5,23,9,5,5
2026-05-09 22:00:00+00:00,158,94,253,30.2,43,8,22,9,5,5
2026-05-09 21:00:00+00:00,181,102,299,32.1,38,7,21,9,5,5
2026-05-09 20:00:00+00:00,200,101,316,33.0,36,7,20,9,5,5
2026-05-09 19:00:00+00:00,206,86,304,33.9,33,5,19,9,5,5
2026-05-09 18:00:00+00:00,206,76,304,35.7,29,7,18,9,5,5
2026-05-09 17:00:00+00:00,202,77,322,36.7,27,7,17,9,5,5
2026-05-09 16:00:00+00:00,191,66,274,37.0,28,7,16,9,5,5
2026-05-09 15:00:00+00:00,173,69,303,37.1,27,5,15,9,5,5
2026-05-09 14:00:00+00:00,153,74,344,36.9,28,4,14,9,5,5
2026-05-09 13:00:00+00:00,148,79,392,36.4,30,3,13,9,5,5
2026-05-09 12:00:00+00:00,146,83,437,35.7,32,3,12,9,5,5
2026-05-09 11:00:00+00:00,144,85,479,34.0,36,5,11,9,5,5
2026-05-09 10:00:00+00:00,142,86,525,33.8,36,5,10,9,5,5
2026-05-09 09:00:00+00:00,143,64,328,31.5,45,5,9,9,5,5
2026-05-09 08:00:00+00:00,146,43,114,28.9,53,5,8,9,5,5
2026-05-09 07:00:00+00:00,150,44,59,26.2,60,6,7,9,5,5
2026-05-09 06:00:00+00:00,151,44,46,24.8,64,7,6,9,5,5
2026-05-09 05:00:00+00:00,152,43,43,24.5,65,6,5,9,5,5
2026-05-09 04:00:00+00:00,152,46,83,24.3,63,5,4,9,5,5
2026-05-09 03:00:00+00:00,153,46,86,24.8,61,4,3,9,5,5
2026-05-09 02:00:00+00:00,153,47,90,25.5,58,4,2,9,5,5
2026-05-09 01:00:00+00:00,153,48,92,25.9,60,4,1,9,5,5
2026-05-09 00:00:00+00:00,153,48,92,26.9,52,6,0,9,5,5
2026-05-08 23:00:00+00:00,154,49,94,27.6,50,6,23,8,5,4
2026-05-08 22:00:00+00:00,156,50,103,27.8,46,7,22,8,5,4
2026-05-08 21:00:00+00:00,162,54,130,28.7,43,9,21,8,5,4
2026-05-08 20:00:00+00:00,177,59,175,29.9,40,11,20,8,5,4
2026-05-08 19:00:00+00:00,186,58,199,31.1,36,8,19,8,5,4
2026-05-08 18:00:00+00:00,186,58,250,33.2,30,5,18,8,5,4
2026-05-08 17:00:00+00:00,179,60,272,34.0,28,5,17,8,5,4
2026-05-08 16:00:00+00:00,169,46,205,33.0,34,4,16,8,5,4
2026-05-08 15:00:00+00:00,158,48,220,34.0,32,4,15,8,5,4
2026-05-08 14:00:00+00:00,156,50,242,34.3,32,3,14,8,5,4
2026-05-08 13:00:00+00:00,153,54,271,33.8,34,5,13,8,5,4
2026-05-08 12:00:00+00:00,152,59,309,32.8,37,7,12,8,5,4
2026-05-08 11:00:00+00:00,152,66,366,31.6,41,8,11,8,5,4
2026-05-08 10:00:00+00:00,151,72,399,30.5,44,10,10,8,5,4
2026-05-08 09:00:00+00:00,151,68,324,28.3,54,10,9,8,5,4
2026-05-08 08:00:00+00:00,150,75,339,26.0,62,9,8,8,5,4
2026-05-08 07:00:00+00:00,147,83,379,24.0,68,8,7,8,5,4
2026-05-08 06:00:00+00:00,141,81,341,22.9,73,8,6,8,5,4
2026-05-08 05:00:00+00:00,135,80,369,22.6,73,7,5,8,5,4
2026-05-08 04:00:00+00:00,130,70,272,23.5,69,8,4,8,5,4
2026-05-08 03:00:00+00:00,127,67,260,24.0,67,9,3,8,5,4
2026-05-08 02:00:00+00:00,125,62,243,24.5,64,10,2,8,5,4
2026-05-08 01:00:00+00:00,138,57,225,25.0,60,10,1,8,5,4
2026-05-08 00:00:00+00:00,148,54,211,25.5,56,10,0,8,5,4
2026-05-07 23:00:00+00:00,156,55,208,25.5,54,10,23,7,5,3
2026-05-07 22:00:00+00:00,163,57,215,25.6,48,11,22,7,5,3
2026-05-07 21:00:00+00:00,171,61,236,26.5,42,10,21,7,5,3
2026-05-07 20:00:00+00:00,179,62,249,27.7,39,11,20,7,5,3
2026-05-07 19:00:00+00:00,185,57,241,28.9,36,11,19,7,5,3
2026-05-07 18:00:00+00:00,183,54,259,31.5,32,5,18,7,5,3
2026-05-07 17:00:00+00:00,175,51,233,34.4,18,1,17,7,5,3
2026-05-07 16:00:00+00:00,163,39,162,33.7,27,8,16,7,5,3
2026-05-07 15:00:00+00:00,147,39,156,34.0,27,8,15,7,5,3
2026-05-07 14:00:00+00:00,125,38,148,34.2,27,7,14,7,5,3
2026-05-07 13:00:00+00:00,100,38,142,33.7,30,8,13,7,5,3
2026-05-07 12:00:00+00:00,96,39,143,32.9,32,9,12,7,5,3
2026-05-07 11:00:00+00:00,94,43,156,32.0,35,10,11,7,5,3
2026-05-07 10:00:00+00:00,92,52,202,31.1,38,10,10,7,5,3
2026-05-07 09:00:00+00:00,89,62,260,29.0,48,7,9,7,5,3
2026-05-07 08:00:00+00:00,88,53,197,26.0,59,6,8,7,5,3
2026-05-07 07:00:00+00:00,90,32,68,23.3,68,7,7,7,5,3
2026-05-07 06:00:00+00:00,92,24,30,21.5,73,7,6,7,5,3
2026-05-07 05:00:00+00:00,94,19,20,20.9,75,6,5,7,5,3
